16,407,2165
18,410,2169
19,373,2045
20,373,2049
21,373,2053
22,373,2057
23,373,2061
24,382,2061
25,382,2065
26,382,2069
35,391,2099
36,391,2103
37,391,2109
38,391,2113
39,391,2117
40,391,2121
41,385,2122
42,385,2127
43,385,2131
44,385,2135
45,407,2165
46,407,2169
47,410,2173
48,408,2174
49,408,2179
50,411,2188
51,411,2197
52,411,2201
53,411,2205
54,417,2213
55,417,2217
56,417,2221
57,417,2226
58,417,2230
59,417,2234
60,417,2238
61,417,2242
62,374,2043
63,374,2047
64,375,2047
65,375,2051
67,375,2059
69,375,2063
70,377,2063
71,377,2067
72,377,2071
73,381,2075
74,381,2079
75,381,2083
76,381,2087
77,381,2092
78,381,2096
79,381,2096
80,381,2101
81,381,2107
82,381,2111
83,381,2115
84,381,2115
85,381,2119
86,381,2124
95,403,2091
98,293,2036
103,293,2039
104,293,2042
106,402,2095
107,402,2100
108,402,2104
109,383,2106
110,383,2110
111,363,2058
112,363,2062
113,363,2066
114,363,2070
115,363,2074
116,363,2078
117,363,2082
118,363,2086
119,363,2090
125,293,2046
126,293,2050
127,293,2054
128,293,2058
129,376,2038
130,376,2041
131,376,2044
132,376,2048
133,376,2052
134,376,2056
135,376,2060
137,347,2064
138,347,2068
139,347,2072
140,337,2072
141,337,2076
142,337,2080
143,337,2084
144,337,2088
145,376,2088
146,376,2093
147,376,2097
148,376,2102
149,376,2108
150,376,2112
153,347,2034
154,1,2040
155,375,2055
160,347,2060
161,555,33
164,424,5
165,007,1
166,9898,9595
167,5001,1111
169,555,555
170,666,666
171,777,5
176,3,19
177,13,1
178,7,2
179,3,3
180,2,4
181,12,5
182,13,6
183,13,6
184,1000,7
185,16,8
186,3,9
187,2,10
188,12,11
189,13,12
190,16,13
191,3,14
192,2,15
193,12,16
194,13,17
195,16,18
196,3,19
197,3,19
198,2,20
199,12,21
200,12,21
201,13,22
202,6,22
203,16,23
204,15,23
205,3,24
206,2,25
207,12,26
208,6,27
209,15,28
210,3,29
211,2,30
212,12,31
213,6,32
214,15,33
215,9,34
216,2,35
217,12,36
218,6,37
219,500,38
220,15,39
221,9,40
222,2,41
223,8,42
224,500,43
225,501,43
226,15,44
227,9,45
228,10,45
229,2,46
230,36,46
231,8,47
232,501,48
233,15,49
234,10,50
235,36,51
236,8,52
237,8,52
238,501,53
239,1003,53
240,22,53
241,15,54
242,40,54
243,600,55
244,1004,55
247,10,56
248,36,57
249,8,58
250,22,59
251,1004,60
252,18,97
253,18,92
254,11,93
255,23,94
256,8,95
257,11,98
258,23,99
259,8,100
260,8,100
261,20,61
262,10,62
263,36,63
264,8,64
265,8,64
266,41,91
267,41,96
268,41,101
269,20,102
270,11,103
271,35,104
272,23,105
273,8,106
274,41,107
275,35,108
276,23,109
277,8,110
278,22,65
280,19,66
281,20,67
282,10,68
283,36,69
284,33,69
285,2,69
286,8,70
287,19,71
288,20,72
289,10,73
290,2,74
291,8,75
292,8,75
293,19,76
294,20,77
296,10,78
297,2,79
298,8,80
299,19,81
300,18,82
301,10,83
302,23,84
303,8,85
304,19,86
305,41,86
306,18,87
307,11,88
308,11,88
309,23,89
310,8,90
312,41,111
313,20,112
314,35,113
315,23,114
316,8,115
317,8,115
318,41,116
319,801,117
320,20,118
321,35,119
322,28,119
323,23,120
324,8,121
325,45,121
326,801,122
327,20,123
328,28,124
329,44,124
332,23,125
333,14,126
334,45,127
335,802,128
336,37,129
337,20,130
338,44,131
339,14,132
340,45,133
341,37,134
342,20,135
343,45,136
344,44,137
345,17,137
346,14,138
347,45,139
348,34,140
